STRUCT,Info,3,,,,,,,,,,,,,,,
CPU name:,Intel(R) Xeon Phi(TM) CPU 7250 @ 1.40GHz,,,,,,,,,,,,,,,,
CPU type:,Intel Xeon Phi (Knights Landing) (Co)Processor,,,,,,,,,,,,,,,,
CPU clock:,1.399933345 GHz,,,,,,,,,,,,,,,,
TABLE,Region MMUL_Region,Group 1 Raw,HBM_CACHE,47,,,,,,,,,,,,,
Region Info,HWThread 0,HWThread 1,HWThread 2,HWThread 3,HWThread 4,HWThread 5,HWThread 6,HWThread 7,HWThread 8,HWThread 9,HWThread 10,HWThread 11,HWThread 12,HWThread 13,HWThread 14,HWThread 15,
RDTSC Runtime [s],2.825105,2.826253,2.826135,2.826447,2.826509,2.826204,2.826869,2.826015,2.826429,2.826945,2.827111,2.825903,2.826584,2.827007,2.826798,2.826727,
call count,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
CPI,1.1000,0.9570,0.8812,0.8823,0.8991,0.9130,0.8821,0.8838,0.9002,0.9090,0.8754,0.8804,0.9157,0.8950,0.8815,0.8995,
MCDRAM Memory read bandwidth [MBytes/s],5726.7841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
MCDRAM Memory read data volume [GBytes],16.1788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
MCDRAM Memory writeback bandwidth [MBytes/s],7.9654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
MCDRAM Memory writeback data volume [GBytes],0.0225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
MCDRAM Memory bandwidth [MBytes/s],5734.7494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
MCDRAM Memory data volume [GBytes],16.2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DDR Memory read bandwidth [MBytes/s],76.7142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DDR Memory read data volume [GBytes],0.2167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DDR Memory writeback bandwidth [MBytes/s],0.3145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DDR Memory writeback data volume [GBytes],0.0009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DDR Memory bandwidth [MBytes/s],77.0286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DDR Memory data volume [GBytes],0.2176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TABLE,Region MMUL_Region,Group 1 Metric STAT,HBM_CACHE,16,,,,,,,,,,,,,
Metric,Sum,Min,Max,Avg,,,,,,,,,,,,,
Runtime (RDTSC) [s] STAT,45.2229,2.8251,2.8271,2.8264,,,,,,,,,,,,,
Runtime unhalted [s] STAT,749.4372,20.7970,49.9918,46.8398,,,,,,,,,,,,,
Clock [MHz] STAT,23644.3730,1471.1194,1498.2700,1477.7733,,,,,,,,,,,,,
CPI STAT,14.5552,0.8754,1.1000,0.9097,,,,,,,,,,,,,
MCDRAM Memory read bandwidth [MBytes/s] STAT,5726.7841,0,5726.7841,357.9240,,,,,,,,,,,,,
MCDRAM Memory read data volume [GBytes] STAT,16.1788,0,16.1788,1.0112,,,,,,,,,,,,,
MCDRAM Memory writeback bandwidth [MBytes/s] STAT,7.9654,0,7.9654,0.4978,,,,,,,,,,,,,
MCDRAM Memory writeback data volume [GBytes] STAT,0.0225,0,0.0225,0.0014,,,,,,,,,,,,,
MCDRAM Memory bandwidth [MBytes/s] STAT,5734.7494,0,5734.7494,358.4218,,,,,,,,,,,,,
MCDRAM Memory data volume [GBytes] STAT,16.2013,0,16.2013,1.0126,,,,,,,,,,,,,
DDR Memory read bandwidth [MBytes/s] STAT,76.7142,0,76.7142,4.7946,,,,,,,,,,,,,
DDR Memory read data volume [GBytes] STAT,0.2167,0,0.2167,0.0135,,,,,,,,,,,,,
DDR Memory writeback bandwidth [MBytes/s] STAT,0.3145,0,0.3145,0.0197,,,,,,,,,,,,,
DDR Memory writeback data volume [GBytes] STAT,0.0009,0,0.0009,0.0001,,,,,,,,,,,,,
DDR Memory bandwidth [MBytes/s] STAT,77.0286,0,77.0286,4.8143,,,,,,,,,,,,,
DDR Memory data volume [GBytes] STAT,0.2176,0,0.2176,0.0136,,,,,,,,,,,,,
